track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity
Do not touch,Do not touch,MISAMO,7/14/23,JPWP02370420,"3,828",21.8,"65,157,999","8,260","3,310,476",57
Fazendinha,Bita e os Animais,Mundo Bita,10/7/14,BRYXJ1400006,"4,303",20.3,"65,098,757","4,912","1,254,932",58
Madrid City,Madrid City,Ana Mena,9/29/23,ES5022302278,"3,966",21.4,"64,860,954","8,481","12,819,927",
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2/17/23,USRC12203634,"3,351",23.7,"64,851,689","10,684","6,385,271",57
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,10/17/23,QZVEM2364808,575,63.4,"64,754,747","15,452","1,964,606",
Highs & Lows,Highs & Lows,Prinz,6/2/23,GBARL2300644,"2,530",28.2,"64,747,926","19,758","4,733,486",63
Deixa,Deixa,Maria Marï¿½ï,3/21/23,BRMKP2300072,"2,467",28.7,"64,736,609","4,611","7,326,714",67
Casi Completa,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/23,QZ7HP2300096,"2,489",28.5,"64,656,678","2,743","8,231,330",
Leja Re,Leja Re,Dhvani Bhanushali,11/24/18,INS181802759,"3,504",23,"64,612,903","7,444","1,576,312",55
Alone,Alone,Rod Wave,8/9/22,USQX92203746,"4,098",21,"64,562,541","14,704","1,868,777",55
God of Music,SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN',SEVENTEEN,10/23/23,USA2P2345251,"4,417",19.9,"64,530,857","5,436","6,224,831",
We Still Don't Trust You,WE STILL DON'T TRUST YOU,Future,4/12/24,USSM12403111,823,53.4,"64,193,671","9,077","15,569,468",
Members Only (feat. PARTYNEXTDOOR),For All The Dogs,Drake,10/6/23,USUG12306079,"4,075",21.1,"64,168,685","21,270","4,593,922",
ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,DJ Tao,11/23/23,CLAA22300335,"4,161",20.8,"64,143,264","8,734","11,153,394",68
Dil Galti Kar Baitha Hai,Dil Galti Kar Baitha Hai,Jubin Nautiyal,9/25/21,INS182101589,"2,482",28.6,"64,013,323","5,573","1,466,888",53
Escï¿½ï¿½n,Escï¿½ï¿½n,ýýengo Flow,8/25/23,QZ7R42353128,"2,736",26.9,"63,748,913","11,841","9,184,869",60
Ron Artest,Ron Artest,Babyface Ray,2/8/23,USUYG1468508,"3,973",21.4,"63,725,545","28,846","5,713,050",65
supï¿½ï,supï¿½ï,ýýýýýýýýýý,8/11/23,QZPLS2305099,"4,188",20.7,"63,642,484","15,618","1,035,077",65
A N X I E T Y (feat. Doechii),Boy Meets World,Sleepy Hallow,9/15/23,USRC12202650,"2,939",25.7,"63,607,535","28,203","6,565,433",
Yakï¿½ï¿½ï¿½ï,Yakï¿½ï¿½ï¿½ï,Kï¿½ï,11/24/23,TRAUR2300059,"4,017",21.3,"63,563,583","3,408","7,197,789",69
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/23,TRAUR2300024,"3,467",23.2,"63,442,980","10,414","1,765,706",58
SC-9,SC-9,Yahir Saldivar,2/1/24,QZDA52413180,"1,415",39.3,"63,296,147","2,994","12,621,491",64
Addicted,Addicted (feat. Ink) - Single,Zerb,3/29/24,NLRD52350359,"1,170",43.9,"63,142,772","7,213","65,806,267",79
Pink Friday Girls,Pink Friday 2,Nicki Minaj,12/8/23,USUM72318696,"3,897",21.6,"63,109,089","9,844","4,936,627",
DArkSide,DArkSide,Bring Me The Horizon,10/13/23,GBARL2301374,"4,544",19.5,"63,083,021","18,060","4,947,020",
MANDA BALA,MANDA BALA,Ariis,12/8/23,GBLV62301933,"2,344",29.5,"63,016,744","8,387","6,543,410",
Un Desperdicio,Un Desperdicio,Rels B,4/25/24,UYB282476008,"1,750",34.9,"62,552,825","3,045","44,211,129",78
Diva Yorgun,Diva Yorgun,Melike ï¿½ï¿½,6/16/23,TRBYM2000179,"2,574",27.9,"62,458,329","7,526","1,713,723",58
Walk,Walk/Spin,Kodak Black,9/16/22,USAT22214755,"3,903",21.6,"62,323,136","33,941","10,580,136",54
Ameno Amapiano Remix (You Wanna Bamba),Ameno Amapiano Remix - Single,Goya Menor,1/7/22,DEE862200008,"1,759",34.8,"62,243,984","26,772","2,001,961",51
RAM TCHUM,RAM TCHUM,DENNIS,2/29/24,BRSME2400249,"1,648",36,"62,158,125","3,309","21,702,281",74
ONE MORE TIME,ONE MORE TIME / MORE THAN YOU KNOW,blink-182,9/21/23,USSM12306395,"1,011",47.7,"62,097,485","16,027","7,986,146",
"Perdï¿½ï¿½n, Per",Esto Sï¿½ï¿½ Es Cu,Los ï¿½ï¿½ngeles Az,6/8/18,MX1721600897,"3,214",24.3,"61,704,511","4,273","3,030,216",53
"Katchi Sera - From 'Think Indie'""""","Katchi Sera (From 'Think Indie'"")""",Sai Abhyankkar,1/22/24,INT202404272,"1,099",45.7,"61,447,714","2,592","5,382,316",
Holy Ghost,Holy Ghost,Omah Lay,11/9/23,USWB12306574,"4,426",19.8,"61,390,970","11,876","5,284,858",
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,4/24/20,USSM12002399,104,150.5,"61,382,407","7,240","1,708,319",43
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/23,USUG12306086,"3,535",22.9,"61,355,849","24,182","4,216,247",
ýýCýýmo Pasýý?,ýýCýýmo Pasýý?,Ela Taubert,2/14/24,USUM72400711,"2,324",29.7,"61,288,751","3,662","17,901,827",
sonnenbank.mp3,sonnenbank.mp3,YAKARY,11/24/23,DGA0L2397076,"4,026",21.2,"61,127,558","16,750","2,767,597",
Love wins all,Love wins all,IU,1/24/24,KRA382400642,"1,100",45.6,"60,903,416","4,743","2,755,053",
BOTH,BOTH,Tiï¿½ï¿,8/29/23,CYA112300090,"4,048",21.2,"60,776,379","15,554","30,777,157",
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/20,FR26V2072992,"3,475",23.2,"60,358,583","32,582","1,788,403",50
Tucson Too Late,Bluebird Days,Jordan Davis,2/17/23,USUM72222730,"4,288",20.3,"60,355,607","4,814","13,753,161",68
A Tu Manera,A Tu Manera,Junior H,2/16/24,QZ9QQ2400131,"4,138",20.9,"60,248,282","3,109","4,140,595",
Pink Skies,Pink Skies,Zach Bryan,5/24/24,USWB12401947,309,86.7,"60,240,739","4,611","98,570,633",84
Titliaan,Titliaan,Afsana Khan,11/9/20,INUM72000090,"1,820",34.1,"60,103,893","7,617","1,238,881",54
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B) - Single,Latto,6/2/23,USRC12301450,"1,572",37,"60,082,145","11,423","20,395,049",60
Mesafe,Mesafe,Semicenk,9/1/23,TR0012300295,"2,470",28.7,"59,964,248","9,504","1,321,095",
DFMU,DFMU,Ella Mai,1/28/22,USUM72123679,"4,491",19.7,"59,929,910","13,316","1,804,462",56
The Hillbillies,The Hillbillies,Baby Keem,6/5/23,USSM12303805,"4,537",19.5,"59,629,684","29,361","8,124,531",63
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,10/19/23,DGA0H2357875,"3,756",22.1,"59,582,290","3,988","5,490,306",
Brickell,MANIFESTING 20-05,Feid,4/10/24,USUG12402595,"1,150",44.2,"59,546,208","5,064","62,237,863",79
Please Please Please,Please Please Please,Sabrina Carpenter,6/6/24,USUM72404101,46,205.7,"59,314,441","2,572","183,043,096",83
What Would Pluto Do,For All The Dogs,Drake,10/6/23,USUG12306080,"3,175",24.5,"59,262,518","22,927","2,972,767",
2 Million Up,ONLY BUILT 4 DIAMOND LINKS,Peezy,8/12/22,USUYG1439075,"4,503",19.6,"59,038,013","22,057","7,294,297",56
Gypsy,Gypsy,G.D. Kaur,5/10/22,FR96X2229645,"2,682",27.2,"58,989,412","4,708","1,055,037",3
Wife,Wife,(G)I-DLE,1/21/24,KRA392300032,"2,643",27.4,"58,909,647","3,850","12,472,972",
"Salamin, Salamin",Talaarawan - EP,BINI,3/8/24,PHS032402600,"4,156",20.8,"58,823,260","1,070","13,784,216",78
BITTERSUITE,HIT ME HARD AND SOFT,Billie Eilish,5/17/24,USUM72401987,"1,066",46.4,"58,810,212","3,394","9,510,078",87
Pacto (feat. Luar La L),Pacto (feat. Luar La L),Jay Wheeler,4/24/23,USUYG1480456,"2,547",28.1,"58,652,026","19,596","3,713,869",54
Mil Veces,Mil Veces,Anitta,10/20/23,USUG12307259,"4,070",21.1,"58,594,676","4,863","7,797,990",
Baddest,Baddest,Yung Bleu,6/11/21,USUYG1373541,"4,391",20,"58,539,080","21,823","2,831,053",49
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,5/13/22,NGA3B2201001,"3,920",21.6,"58,523,865","18,165","3,041,519",53
Crazy Form,THE WORLD EP.FIN : WILL,ATEEZ,12/1/23,KRD442300022,"1,765",34.7,"58,520,078","5,454","5,075,458",
Do It,VULTURES 1,Kanye West,2/9/24,QZ7XS2400007,"3,503",23,"58,509,914","11,523","11,610,664",
Wind Up Missin' You,Wind Up Missin' You - Single,Tucker Wetmore,3/29/24,QM24S2401097,"2,116",31.3,"58,496,778","5,573","30,858,408",74
one of wun,One of Wun,Gunna,5/10/24,USAT22403437,831,53.2,"58,469,975","7,073","108,431,155",82
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Gerardo Coronel,2/17/23,QZDQH2301118,"4,307",20.3,"58,284,482","7,247","4,706,766",54
"Rowdy Baby (From 'Maari 2'"")""",U1 For Life,Dhanush,8/26/20,IND291823075,"1,057",46.8,"58,283,353",12,"2,710",
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402910,277,93,"58,157,068",30,"171,325",
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,7/28/23,USUM72311135,"2,907",25.9,"58,058,696","20,289","18,874,374",56
Off The Record,Off The Record,IVE,10/6/23,QMDA72364151,"4,064",21.1,"58,048,453","6,562","1,953,126",
Mamaw's House,Mamaw's House,Thomas Rhett,9/28/23,QZRD92303824,"1,991",32.3,"57,956,846","10,382","8,944,865",
These Words,These Words,Badger,4/5/24,GBARL2400375,"1,360",40.2,"57,562,320","9,301","84,272,492",78
Prada Dem (feat. Offset),Prada Dem (feat. Offset),Gunna,3/15/24,USAT22401724,669,58.9,"57,374,288","10,723","43,670,163",
Basit Numaralar,Basit Numaralar,Zerrin ï¿½ï¿,8/4/23,TRBTU2300129,"1,299",41.3,"57,370,965","7,149","2,238,082",58
Onana,Onana - Single,Jey One,5/8/23,QZNJV2319366,"4,365",20.1,"57,239,767","14,419","2,463,819",64
Hep Mi Ben,Hep Mi Ben,Ayaz Erdoï¿½ï,3/16/22,FR2X42282198,"4,447",19.8,"57,174,683","12,634","620,189",52
JOLENE,COWBOY CARTER,Beyoncï¿,3/27/24,USSM12402711,"2,500",28.4,"57,163,264","3,903","8,284,613",
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,8/22/23,USAT22307525,"3,293",23.9,"57,146,959","26,832","6,612,892",58
ALL MY FELLAS,ALL MY FELLAS,Frizk,9/19/23,QZTAZ2359846,"1,070",46.4,"56,978,899","19,534","2,505,224",
Boyz Don't Cry,Boyz Don't Cry,Rod Wave,9/13/23,USQX92305199,"2,061",31.8,"56,903,153","11,259","2,115,211",
"Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu 'ANIMAL'"")""","Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu 'ANIMAL'"")""",Harshavardhan Rameshwar,12/6/23,INS182303500,704,57.7,"56,885,072","4,639","1,510,883",
Jee Ni Lagda,Making Memories,Karan Aujla,8/18/23,CAW112300242,"3,871",21.7,"56,798,458","7,404","1,780,691",62
A Cold Sunday,A Cold Sunday,Lil Yachty,2/2/24,USUG12400010,"3,128",24.7,"56,789,868","12,822","2,975,994",
Batï¿½ï¿½k ,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/23,DGA0Q2317094,"3,360",23.7,"56,695,409","4,559","4,098,516",68
Girlfriend,The Second Wave (Deluxe),Ruger,6/17/22,GBARL2201233,"2,691",27.2,"56,670,689","18,344","1,864,537",16
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,12/2/22,GBUM72208113,"4,223",20.5,"56,645,454","39,890","4,540,523",67
I GOT YOU,I GOT YOU,TWICE,2/2/24,US5TA2300237,"3,843",21.8,"56,463,608","3,500","6,710,198",13
BODYGUARD,COWBOY CARTER,Beyoncï¿,3/29/24,USSM12402709,"3,956",21.5,"56,412,921","4,391","32,285,153",
It's Not Right But It's Okay,It's Not Right (But It's Ok),Mr. Belt & Wezol,2/23/24,NLP762300246,"1,841",33.9,"56,343,820","9,047","82,301,244",78
BADGYAL,SAKURA,SAIKO,4/26/24,QM4TX2482887,"1,076",46.1,"56,282,981","5,849","51,387,051",80
Quickie,Quickie,Moneybagg Yo,12/8/22,USUM72222509,"4,347",20.1,"56,051,407","25,464","2,214,899",57
Bom Diggy,Bom Diggy - Single,Zack Knight,8/24/17,QM6P41715585,"3,464",23.2,"55,362,558","9,861","2,598,056",46
Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,8/14/20,US39N2000446,"2,731",26.9,"55,312,275","16,559","2,391,593",45
Casa Mia,Casa Mia,Ghali,2/7/24,ITQ002400008,"2,607",27.7,"55,157,600","3,119","3,112,859",74
From the Start,From the Start,Good Kid,11/10/23,QZW9K2346702,"4,143",20.8,"55,080,421","11,926","3,221,528",71
Renklensin,Renklensin - Single,Reynmen,4/19/24,FRX282477628,384,77.8,"54,940,563","2,630","6,589,111",75
WY@,WY@,Brent Faiyaz,9/19/23,QZNMX2317490,"2,609",27.6,"54,763,093","15,316","7,846,247",
Talibans,No Love,Byron Messia,1/20/23,QZFZ22348066,"2,371",29.3,"54,683,202","28,810","5,603,761",61
Ya Lili,Ya Lili,Balti,11/7/17,LBA0H1700138,"3,609",22.6,"54,678,867","18,538","1,506,717",46
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,4/28/23,ZB1OS2300183,"3,747",22.1,"54,611,633","19,814","4,852,560",61
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,11/11/22,BCO3K2200121,830,53.3,"54,513,960","13,089","4,241,209",52
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,1/14/22,QMRSZ2102055,"3,770",22,"54,488,988","10,962","1,379,201",4
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2/2/24,QZZ662413549,"3,726",22.2,"54,477,192","3,729","21,277,335",77
"Lutt Putt Gaya (From 'Dunki'"")""","Lutt Putt Gaya (From 'Dunki'"")""",Pritam,11/22/23,INS182303353,"2,228",30.3,"54,461,319","3,298","5,676,613",
Tal Para Cual,Tal Para Cual,Salastkbron,1/11/24,AR5UH2301964,"1,867",33.6,"54,141,672","5,115","10,033,097",70
Steven Universe,Steven Universe,L.Dre,2/21/20,QZFZ32084911,"1,245",42.4,"54,104,852","14,464","2,212,197",50
"ZEIT, DASS SICH WAS DREHT","ZEIT, DASS SICH WAS DREHT",$OHO BANI,2/23/24,DEKF22400164,"3,291",23.9,"54,065,563","7,779","9,672,092",73
sneaky,american dream,21 Savage,1/12/24,USSM12309176,"3,005",25.4,"54,062,895","14,363","8,542,239",
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,3/24/17,TCADE1784654,"3,749",22.1,"53,980,875","4,005","631,145",55
Mon amour,Mon amour,Slimane,11/8/23,FRDZ22300550,"4,157",20.8,"53,969,524","4,597","8,850,447",63
No Switch,Colors (Deluxe),YoungBoy Never Broke Again,1/21/22,USAT22200200,"4,119",20.9,"53,849,840","27,244","2,184,520",60
Good Good,Good Good,USHER,8/4/23,QZS7J2331813,326,84.7,"53,825,007","14,742","9,204,769",59
Lean On (feat. Mï¿½ï¿½ & DJ Snake) - J Balvin & Farruko R,Lean On (feat. Mï¿½ï¿½ & DJ Snake) [J Balvin & Farruko Re,Major Lazer,9/4/15,FR6P11501180,"1,030",47.4,"53,822,187","2,081","465,455",
Calor,Calor - Single,Nicky Jam,8/31/23,USSD12300382,"3,076",25,"53,809,529","11,521","9,370,184",
COME UN TUONO (feat. Guï¿½,RADIO SAKURA,Rose Villain,3/7/24,ITQ002400077,"2,433",28.9,"53,590,796","2,987","6,810,196",75
Somewhere Only We Know,Somewhere Only We Know,Gustixa,9/5/22,QZNWV2251985,"2,286",29.9,"53,532,212","9,646","1,321,681",43
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,8/18/23,CAW112300246,"3,779",22,"53,303,131","6,899","2,394,704",61
Jennifer's Body,A Great Chaos,Ken Carson,10/13/23,USUM72314188,"3,986",21.4,"53,163,000","24,166","3,988,753",
Baarish Ki Jaaye,Baarish Ki Jaaye,B Praak,3/27/21,INUM72100017,"2,142",31.1,"53,064,181","6,163","1,029,980",53
The Code,The Code,Nemo,2/29/24,DEUM72401182,"2,091",31.5,"52,925,522","4,755","12,993,786",79
You and Me,Leo,Shubh,1/5/24,QMFMG2357542,"3,406",23.5,"52,919,662","3,838","3,967,859",67
ýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,7/3/19,QM6N21999015,460,71.9,"52,830,200","14,893","1,344,212",41
Carta Aberta,Carta Aberta,MC Cabelinho,11/27/23,BKLVW2300013,"3,341",23.7,"52,754,470","6,540","6,242,659",
Lo Que Tiene,Lo Que Tiene,Morad,3/8/24,QM4TX2442925,"3,170",24.5,"52,602,574","6,219","18,544,682",75
FARDOS,FARDOS,JC Reyes,2/16/24,BK4DA2403089,"4,072",21.1,"52,585,215","5,947","11,632,200",71
Mati-Matian,Mati-Matian - Single,Mahalini,3/29/24,QZZNV2400046,"3,472",23.2,"52,510,463",992,"9,607,115",76
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]","Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,4/8/22,GBX722200156,"2,498",28.4,"52,418,564","24,196","1,963,638",57
YUM YUM (Slowed),YUM YUM,LXNGVX,6/23/23,GB8KE2311722,"2,450",28.8,"52,295,701","10,792","6,471,028",64
Dil Meri Na Sune,"Dil Meri Na Sune (From 'Genius'"")""",Atif Aslam,7/27/18,INT101800122,"4,575",19.4,"52,282,360","4,602","1,449,767",56
So Fine,So Fine,Realest Cram,7/8/23,DGA052326707,"3,996",21.3,"52,265,945","3,957","3,289,713",62
We Didnï¿½ï¿½ï¿½t Start Th,We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,6/28/23,USAT22306291,"2,464",28.7,"52,240,739","18,224","4,939,707",59
Before You Go - Guitar Acoustic,Before You Go EP,Lewis Capaldi,1/24/20,DEUM72000017,"4,120",20.9,"52,223,414","4,281","4,580,882",55
ICU,ICU,Coco Jones,10/21/22,USUM72216687,"1,881",33.5,"52,106,559","13,612","2,835,147",61
Somebody (2024),Somebody (2024),Gotye,2/9/24,GBUM72311281,"2,378",29.2,"51,862,502","14,144","76,264,974",74
Head Down,All Stand Together,Lost Frequencies,11/10/23,BEHP42300071,"1,698",35.5,"51,812,189","8,222","25,527,895",
300 Noches,300 Noches,Belinda,4/25/24,MXF152301940,"1,937",32.9,"51,637,997","2,090","37,145,336",78
Water (Remix),Water (Remix) - Single,Tyla,11/17/23,USSM12308549,"3,473",23.2,"51,588,608","14,616","7,031,379",
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,4/18/24,BKF5C2400003,450,72.8,"51,390,127","3,010","33,303,786",78
should've wore a bonnet,should've wore a bonnet,21 Savage,1/10/24,USSM12309170,"3,200",24.4,"51,365,907","12,559","6,817,443",
Eyes Closed,Eyes Closed,Imagine Dragons,4/3/24,USUM72402448,431,74.2,"51,224,852","5,159","33,795,310",
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/24,BXIV82456543,315,86.1,"51,198,446","3,022","40,425,173",80
Girls Just Wanna Have Some,Girls Just Wanna Have Some,dreamsoda,5/30/24,CA5KR2463646,"3,440",23.7,"51,035,638",,,
Techno Cumbia (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402911,"2,256",30.1,"50,962,805",12,"74,974",
Una Vida Pasada,Una Vida Pasada,Camilo,4/2/24,USSD12400106,"1,249",42.4,"50,955,386","2,952","47,126,163",81
"Saami Saami (From 'Pushpa The Rise Part - 01'"")""","Saami Saami (From 'Pushpa The Rise Part - 01'"")""",Sunidhi Chauhan,12/13/21,INS182116086,"1,957",32.6,"50,831,625","3,101","1,472,504",49
Midas Touch,Midas Touch,KISS OF LIFE,4/3/24,KRA382401544,"1,512",37.8,"50,824,333","2,846","15,707,891",75
Lollipop - Remix,Lollipop (Remix),Darell,2/15/24,USSD12300732,"4,044",21.2,"50,761,385","6,296","38,839,254",
Pa Mi,Pa Mi,Dalex,9/20/18,QM9WM1800095,"4,563",19.5,"50,739,695","7,202","909,473",34
30 GRADOS RKT,30 GRADOS RKT,RUNE,6/8/24,QZNWU2434670,"1,422",39.1,"50,652,672",2,"1,670,163",
30 GRADOS,30 Grados,El Turko,1/26/24,QM4TW2445323,"1,662",35.8,"50,652,672","5,098","8,000,291",72
Ceux qu'on ï¿½ï¿½,Ceux qu'on ï¿½ï¿½tait - Si,Pierre Garnier,2/7/24,FRZ052400042,"2,793",26.6,"50,498,801","2,884","6,002,529",70
Fine Day Anthem,Fine Day Anthem,Skrillex,7/7/23,USAT22306616,"4,190",20.7,"50,471,076","29,417","28,537,805",65
La Vida Sin Ti,La Vida Sin Ti,Rels B,4/22/24,UYB282476005,"2,581",27.8,"50,171,337","3,367","20,131,086",74
bread & butter,bread & butter - Single,Gunna,6/2/23,USAT22305917,"3,977",21.4,"50,098,085","29,986","3,865,630",54
I Know,I Know,Kanii,3/10/23,USWB12300650,"3,914",21.6,"49,939,720","15,725","2,639,765",54
Kool-Aid,Kool-Aid,Bring Me The Horizon,1/5/24,GBARL2301975,"3,235",24.2,"49,756,092","11,905","10,502,401",73
ýýlle de Sen,ýýlle de Sen - Single,Muti,11/17/23,TRCGH2300006,"2,132",31.2,"49,630,584","7,644","1,077,118",
No Me Conoce,No Me Conoce,Jhay Cortez,2/22/19,USUM71900979,896,51,"49,585,127","9,710","1,428,548",47
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/22,QZNMV2235460,"3,427",23.4,"49,549,021","10,601","3,845,428",33
Barely Holdin' On,Barely Holdin' On,Polo G,8/18/23,USSM12305651,"3,846",21.7,"49,246,411","22,225","4,792,493",59
SUBMARINER,SUBMARINER - Single,AKDO,3/29/24,FRX202467703,"3,090",24.9,"49,161,062","3,056","6,115,142",74
Itï¿½ï¿½ï¿½s a beautif,Itï¿½ï¿½ï¿½s a beautif,Trinix,12/18/22,FRDKW2208796,"4,266",20.4,"49,155,460","20,079","3,448,518",57
52 Gaj Ka Daman,52 Gaj Ka Daman,Renuka Panwar,10/2/20,INV772001001,719,57.1,"48,929,060","4,295","619,647",52
Grey,Grey - Single,Yung Filly,1/26/24,GBAHT2400033,"2,780",26.6,"48,858,795","9,713","6,487,656",
bigger thï¿½ï¿½n everyt,bigger thï¿½ï¿½n everyt,Yeat,8/10/23,USUM72311204,"2,832",26.3,"48,790,265","26,044","5,580,526",59
We Don't Fight Anymore (feat. Chris Stapleton),We Don't Fight Anymore,Carly Pearce,6/16/23,QZRD92302716,"3,171",24.5,"48,751,057","4,008","12,574,203",67
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,4/26/24,QM24S2402634,445,73.1,"48,720,820","5,049","856,394",2
Ngozi,Trench to Triumph,Crayon,7/21/23,US23A1567556,"2,928",25.8,"48,581,084","11,373","7,780,743",65
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,10/6/23,GBUM72308471,"3,434",23.3,"48,573,000","12,116","42,703,266",
All The Parties (feat. Chief Keef),For All The Dogs,Drake,10/6/23,USUG12306081,"4,177",20.7,"48,556,312","18,674","2,057,602",
Commas,Commas,Ayra Starr,2/1/24,USUG12400783,"1,689",35.5,"48,408,512","6,447","15,113,118",76
Case,Ghost,Diljit Dosanjh,9/29/23,TCAHK2379738,"3,479",23.1,"48,353,674","7,078","4,725,307",
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,10/12/23,USUM72313166,"1,050",46.8,"48,339,964","24,760","10,056,008",
B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/22,QZAKB2166448,"2,397",29.1,"47,723,324","34,495","3,089,794",52
Wunder,Wunder,AYLIVA,4/26/24,DEA622401272,"1,336",40.7,"47,364,546","3,863","15,268,731",77
Gitana (feat. Bryartz),Los Gangsters Tambien Lloran,Pablo Chill-E,3/29/24,USLD91757183,"3,151",24.6,"47,329,404","3,965","62,234,428",77
Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,4/15/18,FR6Q11800035,"2,729",26.9,"47,325,533","11,423","1,899,926",54
Call Your Friends,Call Your Friends - Single,Rod Wave,8/18/23,USQX92304741,"2,395",29.2,"47,296,342","10,429","2,724,041",46
Oye,Oye,LuckReaper,5/15/24,NL9KR2313387,"4,879",19.9,"47,151,307",,,
dangerous,dangerous,21 Savage,1/10/24,USSM12309167,"3,407",23.5,"47,098,347","15,845","17,899,427",
Prada (Valexus Remix),Prada (feat. Valexus) [Valexus Remix],cassï¿,9/8/23,GBCEN2300156,"2,667",27.3,"47,098,121","16,949","17,937,069",
ýýýýýý,ýýýýýý,ýýýýýýýýýýýý,1/5/24,JPPO02304150,"3,834",21.8,"46,945,798","4,120","5,907,064",70
"Not Ramaiya Vastavaiya (From 'Jawan'"")""","Not Ramaiya Vastavaiya (From 'Jawan'"")""",Anirudh Ravichander,8/29/23,INS182302435,"4,085",21,"46,879,854","2,866","999,328",
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/18,RUA591801291,"3,577",22.7,"46,872,738","21,343","1,515,150",49
ART,TYLA,Tyla,3/1/24,USSM12308662,"3,507",23,"46,863,836","3,984","25,998,283",
Luminary,Luminary,Joel Sunny,9/1/23,AUGBT2300497,"4,515",19.6,"46,714,864","9,858","3,121,602",
Sin Querer,Sin Querer - Single,Fer Vazquez,12/14/23,ARC082300049,"1,720",35.2,"46,660,424","4,000","10,260,168",67
Sezen Aksu,#1 - EP,Lvbel C5,4/12/24,FRX282404289,"1,993",32.3,"46,650,884","2,613","5,693,826",75
Little Things,Little Things,Jorja Smith,5/11/23,QM4TX2344810,"3,380",23.6,"46,615,691","29,693","4,972,570",54
Butta My Bread,Butta My Bread - Single (feat. Lasmid) - Single,JZyNo,4/7/23,TCAGZ2348437,"1,729",35.1,"46,431,158","23,723","2,774,325",60
Bitch Let's Do It,Richest Opp,YoungBoy Never Broke Again,5/12/23,USUG12303290,"1,600",36.6,"46,368,950","20,691","2,569,902",60
